Identifier	Character	Dialogue	Filename	Line Number
Beijing_chapter_one_Day2_8_9_1937_dafecd30	logic	Pay attention to health.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	14
Beijing_chapter_one_Day2_8_9_1937_c8d2fc31		Guo Heng looks at me weirdly.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	17
Beijing_chapter_one_Day2_8_9_1937_eae644c5	empathy	He doesn't expect this from you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	18
Beijing_chapter_one_Day2_8_9_1937_4821109a	empathy	A stranger of two weeks.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	19
Beijing_chapter_one_Day2_8_9_1937_2c072b52	Gh	Are you sure Fang?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	20
Beijing_chapter_one_Day2_8_9_1937_12920a95	Gh	It's pretty cold.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	21
Beijing_chapter_one_Day2_8_9_1937_f8dd66e6	empathy	Push on a bit more.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	22
Beijing_chapter_one_Day2_8_9_1937_c0b78bc2	Gh	I appreciate your goodwill Fang...	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	25
Beijing_chapter_one_Day2_8_9_1937_06dffb51	Gh	but it won't be wise to put you through misery all night.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	26
Beijing_chapter_one_Day2_8_9_1937_08e6ec1c	Gh	We'll need you awake to talk to that man we are going to.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	27
Beijing_chapter_one_Day2_8_9_1937_7bf91230	logic	He has a point.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	28
Beijing_chapter_one_Day2_8_9_1937_ce6137ae	logic	Pay attention to health. You have responsibilies.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	29
Beijing_chapter_one_Day2_8_9_1937_26b7cbee	fang	and I need you to tell Wang P'u Ch'en to write your letter to Guo He.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	33
Beijing_chapter_one_Day2_8_9_1937_fbb52b63	fang	You need to stay strong for your brother.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	34
Beijing_chapter_one_Day2_8_9_1937_566482c5	fang	I'm pretty sure I can handle this anyway.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	35
Beijing_chapter_one_Day2_8_9_1937_dc77b80a		I could see Guo Heng smile in the dark.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	36
Beijing_chapter_one_Day2_8_9_1937_91dc7296	perception	He can't see you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	37
Beijing_chapter_one_Day2_8_9_1937_a4ba079d	Gh	You pull my heart strings Fang.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	38
Beijing_chapter_one_Day2_8_9_1937_6ebe9bbe	Gh	I'm a worrier for everyone but you've hit the nail on the head.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	39
Beijing_chapter_one_Day2_8_9_1937_e542ca2f	Gh	My brother is the biggest worry after all.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	40
Beijing_chapter_one_Day2_8_9_1937_3a57b6f2		I hand him the blanket.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	41
Beijing_chapter_one_Day2_8_9_1937_1517efca	fang	How old is he?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	42
Beijing_chapter_one_Day2_8_9_1937_5c80a64f	Gh	Old enough.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	43
Beijing_chapter_one_Day2_8_9_1937_5da83982	Gh	15 now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	44
Beijing_chapter_one_Day2_8_9_1937_a19bba0d		Guo Heng ruffled in the dark as he tucked the blanket around himself.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	45
Beijing_chapter_one_Day2_8_9_1937_c4209732	Gh	I'll return these in a few hours to you so that you won't get sick before our arrival.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	46
Beijing_chapter_one_Day2_8_9_1937_25f8d190	fang	Fair.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	47
Beijing_chapter_one_Day2_8_9_1937_83922ee6	Gh	I appreciate it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	50
Beijing_chapter_one_Day2_8_9_1937_a2454df4		Guo heng had already cut me off before my argument.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	51
Beijing_chapter_one_Day2_8_9_1937_c4414ff6	Gh	We're counting on you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	52
Beijing_chapter_one_Day2_8_9_1937_b75f36c4	Gh	Stay strong.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	53
Beijing_chapter_one_Day2_8_9_1937_e29f8a4c	Gh	I have a reputation for being stubborn.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	55
Beijing_chapter_one_Day2_8_9_1937_c4ed6520	Gh	That's why it took my brother a long time to crack my shell so that he could study in Shanghai.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	56
Beijing_chapter_one_Day2_8_9_1937_54ff7ab2		Guo Heng leaned his head against the wire frames leaning up the wall.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	57
Beijing_chapter_one_Day2_8_9_1937_d8cf74cf	perception	A soft thud emits from his direction.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	58
Beijing_chapter_one_Day2_8_9_1937_14a81706	empathy	He's burned out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	59
Beijing_chapter_one_Day2_8_9_1937_7ea6f419	Gh	I thought so.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	61
Beijing_chapter_one_Day2_8_9_1937_3bd51cd1	Gh	Don't get sick alright?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	62
Beijing_chapter_one_Day2_8_9_1937_c4414ff6_1	Gh	We're counting on you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	63
Beijing_chapter_one_Day2_8_9_1937_efef22a4		Guo Heng leaned back against the cold wire frames lining up the wall of the truck.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	64
Beijing_chapter_one_Day2_8_9_1937_b3a21ca5	pred	Survival of the fittest.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	66
Beijing_chapter_one_Day2_8_9_1937_6b4b8ffd		Ma Wen was half awake and half asleep.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	67
Beijing_chapter_one_Day2_8_9_1937_0a82faee		You couldn't tell when he would just jump into a conversation.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	68
Beijing_chapter_one_Day2_8_9_1937_8f043dea	Gh	I can't believe I sent him to Shanghai.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	69
Beijing_chapter_one_Day2_8_9_1937_9bdabfe6	Gh	He's damn persuasive.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	70
Beijing_chapter_one_Day2_8_9_1937_995094cb	Mw	How long has he been studying there?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	71
Beijing_chapter_one_Day2_8_9_1937_8abb8982	Gh	1 year and a half.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	72
Beijing_chapter_one_Day2_8_9_1937_566c2152	Gh	He's meant to graduate from there.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	73
Beijing_chapter_one_Day2_8_9_1937_baf09b3c	Gh	Its a fancy international school.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	74
Beijing_chapter_one_Day2_8_9_1937_d6b5a4a5	Mw	Seems to have surpassed you.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	75
Beijing_chapter_one_Day2_8_9_1937_bdcf543d	Gh	That's a good thing.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	76
Beijing_chapter_one_Day2_8_9_1937_553c0183		Guo Heng hesitantly stammers for a moment.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	77
Beijing_chapter_one_Day2_8_9_1937_3334971c	Gh	I'm proud of him after all.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	78
Beijing_chapter_one_Day2_8_9_1937_8508fa45	Mw	Fatherly instincts kicking in eh?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	79
Beijing_chapter_one_Day2_8_9_1937_dec985ac	Gh	I guess you could call it that.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	80
Beijing_chapter_one_Day2_8_9_1937_178cc32a		We stare out at the dark night sky lit up by tiny stars and a graceful moon.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	81
Beijing_chapter_one_Day2_8_9_1937_33fa379b		Guo Heng clears his throat assuming he remembered something to say.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	82
Beijing_chapter_one_Day2_8_9_1937_b31ded1b	Gh	Pretty much whatever is left of Hsi-Ku arsenal.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	83
Beijing_chapter_one_Day2_8_9_1937_72d3baa8	Mw	They turned that place into a school didn't they?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	84
Beijing_chapter_one_Day2_8_9_1937_81ae2120	Gh	Yeah.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	85
Beijing_chapter_one_Day2_8_9_1937_c56b1399	Mw	That arsenal would be really handy right now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	86
Beijing_chapter_one_Day2_8_9_1937_61acda3e	Dy	They're already scuffling I bet.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	87
Beijing_chapter_one_Day2_8_9_1937_932c9e28		Da-Yu had chimed in after hours to taking front wheel.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	88
Beijing_chapter_one_Day2_8_9_1937_b6c1b576		I wondered what else he heard us talking about.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	89
Beijing_chapter_one_Day2_8_9_1937_25dab998	Dy	Lord knows what's going to be the outcome.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	90
Beijing_chapter_one_Day2_8_9_1937_6a262974	Dy	My boss hasn't told me a course of action yet so I continue my job today until I meet him in Shanghai.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	91
Beijing_chapter_one_Day2_8_9_1937_4ae47519	Gh	How long will this take?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	92
Beijing_chapter_one_Day2_8_9_1937_87e0ee7a	Gh	5 minutes if all hands are on deck.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	93
Beijing_chapter_one_Day2_8_9_1937_6bdb9045	rhetoric	This will get done faster if you help out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	95
Beijing_chapter_one_Day2_8_9_1937_bc1b83c0	rhetoric	I don't want to be here too.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	96
Beijing_chapter_one_Day2_8_9_1937_775dd245		Ma Wen rolled his eyes.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	97
Beijing_chapter_one_Day2_8_9_1937_13a39bc3		We began to crawl out of the back and lined up with goods.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	98
Beijing_chapter_one_Day2_8_9_1937_043c853d	Dy	It's right in this establishment.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	99
Beijing_chapter_one_Day2_8_9_1937_d90cbc8e		The place was shanty but it was a liquor store.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	100
Beijing_chapter_one_Day2_8_9_1937_2b7b5eb7		There was a dim dying lantern one one side of the building.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	101
Beijing_chapter_one_Day2_8_9_1937_d6c99b9e		A implied lantern was hanging behind the building as well.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	102
Beijing_chapter_one_Day2_8_9_1937_8979af97	Gh	What are we expecting？	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	103
Beijing_chapter_one_Day2_8_9_1937_b50c9090	Dy	A few drunks.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	104
Beijing_chapter_one_Day2_8_9_1937_12321f11	Dy	Pecker up we'll be fine.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	105
Beijing_chapter_one_Day2_8_9_1937_45da8945		Da-Yu stacked up two grates and heaved them on his chest.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	106
Beijing_chapter_one_Day2_8_9_1937_38cf6136		He walked ahead of us and began to guide us to where to go.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	107
Beijing_chapter_one_Day2_8_9_1937_ab16fdb1	Dy	The old fella that runs this place tells me to dump it in his cellar.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	108
Beijing_chapter_one_Day2_8_9_1937_b290971f		Da-Yu gently placed the crates on a little stone wall.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	109
Beijing_chapter_one_Day2_8_9_1937_8bb1c39d		His hands began to pat the patchs of grass near the wall before tugging on a rotten stringy fibres of rope.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	110
Beijing_chapter_one_Day2_8_9_1937_d83c110c	Dy	Got it.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	111
Beijing_chapter_one_Day2_8_9_1937_cc4e2e97		Da-Yu heaved as he pulled up a concrete lid.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	112
Beijing_chapter_one_Day2_8_9_1937_a4a065ce	Dy	Shit is heavy.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	113
Beijing_chapter_one_Day2_8_9_1937_2816e26d		Guo Heng looked at me worriedly.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	114
Beijing_chapter_one_Day2_8_9_1937_33b1fa75	Gh	You think this looks fishy?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	115
Beijing_chapter_one_Day2_8_9_1937_09d827f7		He whispered this to me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	116
Beijing_chapter_one_Day2_8_9_1937_a7d21a90	Mw	Even if it is then shut up.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	117
Beijing_chapter_one_Day2_8_9_1937_35543ac7	Dy	Let me get a torch.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	118
Beijing_chapter_one_Day2_8_9_1937_7b6b1814		Da-Yu jogged back to his truck leaving us to stare at the abyss in the cellar.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	119
Beijing_chapter_one_Day2_8_9_1937_54a1ff24	Gh	Look like a place to trap people and slave them.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	120
Beijing_chapter_one_Day2_8_9_1937_847c4d06	Mw	Wouldn't they have crawled out by now?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	121
Beijing_chapter_one_Day2_8_9_1937_64e5a442	Gh	They could be tied up.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	122
Beijing_chapter_one_Day2_8_9_1937_717e6ccf	Gh	Besides who uses a disguised concrete lid for a cellar?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	123
Beijing_chapter_one_Day2_8_9_1937_6e42a9c4	Mw	A business that has to hide stock from dangerous drunks on a daily basis.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	124
Beijing_chapter_one_Day2_8_9_1937_5ddb271f	Gh	I'm not walking down there.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	125
Beijing_chapter_one_Day2_8_9_1937_8db3b9a5	Gh	I'll stay near the truck.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	126
Beijing_chapter_one_Day2_8_9_1937_7ad9bd0a	Mw	I'll take the damn dive.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	127
Beijing_chapter_one_Day2_8_9_1937_2a7fe53c	Mw	Not like you will Fang.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	129
Beijing_chapter_one_Day2_8_9_1937_32d50ff9		Ma Wen glared at me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	130
Beijing_chapter_one_Day2_8_9_1937_26636131		Guo Heng put down his crate on the low stone wall and walked back as Da-Yu came back.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	131
Beijing_chapter_one_Day2_8_9_1937_020a29ff	Dy	What's up with him?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	132
Beijing_chapter_one_Day2_8_9_1937_060cd4f1	Dy	Wants us to keep waiting？	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	133
Beijing_chapter_one_Day2_8_9_1937_9d8f5b88	Mw	He said he was going to unload the crates and Fang will fetch them while I takes them inside.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	134
Beijing_chapter_one_Day2_8_9_1937_bddf2960	Dy	Made my job easier.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	135
Beijing_chapter_one_Day2_8_9_1937_f72e79b1	Dy	Here's the torch by the way.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	136
Beijing_chapter_one_Day2_8_9_1937_547efe07	Dy	Watch out for stray rats, don't put them at the lowest level cause they get in.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	137
Beijing_chapter_one_Day2_8_9_1937_e0d901ca	Dy	Last month my lackey got a bad bite.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	138
Beijing_chapter_one_Day2_8_9_1937_23534e98	Dy	Maybe a damn snake?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	139
Beijing_chapter_one_Day2_8_9_1937_751f0fc0		Ma Wen looked at him, a bit shaken.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	140
Beijing_chapter_one_Day2_8_9_1937_5a09700b		Da-Yu burst out laughing.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	141
Beijing_chapter_one_Day2_8_9_1937_6927abe8	Dy	I'm kidding. I unload alone, only some damn rats.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	142
Beijing_chapter_one_Day2_8_9_1937_9c686195		Ma Wen nodded slowly and clutched his crate into his left arm and grabbed the handheld torch.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	143
Beijing_chapter_one_Day2_8_9_1937_2a040c6d		He began to descend the cold stairs.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	144
Beijing_chapter_one_Day2_8_9_1937_ea2e0323	Mw	Fuck this shit.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	146
Beijing_chapter_one_Day2_8_9_1937_de83e6a9		He muttered under his breath.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	147
Beijing_chapter_one_Day2_8_9_1937_35b67ffc	Gh	Fang!	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	148
Beijing_chapter_one_Day2_8_9_1937_b92cfad9		His voice was faint and distant.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	149
Beijing_chapter_one_Day2_8_9_1937_d3da5406		I began to take steps back to the truck.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	150
Beijing_chapter_one_Day2_8_9_1937_09600945		Guo Heng looked down at me.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	151
Beijing_chapter_one_Day2_8_9_1937_744ff6c1	Gh	Here's a crate.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	152
Beijing_chapter_one_Day2_8_9_1937_38267051		I took it into my arms and began to move back.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	153
Beijing_chapter_one_Day2_8_9_1937_1ffdf36e		After 10 minutes of leaving a crate at the mouth of the cellar the work was finished.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	154
Beijing_chapter_one_Day2_8_9_1937_958d4190	Dy	Glad that's over with.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	155
Beijing_chapter_one_Day2_8_9_1937_24ab4c41	Dy	Let's get going now.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	156
Beijing_chapter_one_Day2_8_9_1937_f19227a4		Ma Wen crawled out of the mouth of the cellar scratching his sculp viciously.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	157
Beijing_chapter_one_Day2_8_9_1937_ca09fe58		He dug his nails into the dirt and climbed out.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	158
Beijing_chapter_one_Day2_8_9_1937_4988575b	Dy	Find many rats down there?	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	159
Beijing_chapter_one_Day2_8_9_1937_f73207da	Mw	No.	game/TO_LIVE_SCRIPT/ERA ONE/1937 DAY TWO[8-9-37]/_8-9-37_Day_2.rpy	160
